ZIP,PO_NAME,STATE,ZIP_TYPE,ZCTA_crosswalk
54479,Spencer,WI,ZIP Code Area,54479
54426,Edgar,WI,ZIP Code Area,54426
54421,Colby,WI,ZIP Code Area,54421
54439,Hannibal,WI,Post Office or large volume customer,54433
54470,Rib Lake,WI,ZIP Code Area,54470
54484,Stratford,WI,ZIP Code Area,54484
54480,Stetsonville,WI,ZIP Code Area,54480
54434,Jump River,WI,Post Office or large volume customer,54766
54447,Lublin,WI,ZIP Code Area,54447
54422,Curtiss,WI,ZIP Code Area,54422
54454,Milladore,WI,ZIP Code Area,54454
54415,Blenker,WI,Post Office or large volume customer,54454
54441,Hewitt,WI,ZIP Code Area,54441
54616,Blair,WI,ZIP Code Area,54616
54472,Marshfield,WI,Post Office or large volume customer,54449
53826,Wauzeka,WI,ZIP Code Area,53826
53581,Richland Center,WI,ZIP Code Area,53581
53809,Fennimore,WI,ZIP Code Area,53809
53577,Plain,WI,ZIP Code Area,53577
53565,Mineral Point,WI,ZIP Code Area,53565
53807,Cuba City,WI,ZIP Code Area,53807
53588,Spring Green,WI,ZIP Code Area,53588
53802,Beetown,WI,Post Office or large volume customer,53802
53599,Woodford,WI,Post Office or large volume customer,53599
53804,Bloomington,WI,ZIP Code Area,53804
53803,Benton,WI,ZIP Code Area,53803
53580,Rewey,WI,ZIP Code Area,53580
53573,Muscoda,WI,ZIP Code Area,53573
53553,Linden,WI,ZIP Code Area,53553
53569,Montfort,WI,ZIP Code Area,53569
53584,Sextonville,WI,Post Office or large volume customer,53556
53801,Bagley,WI,ZIP Code Area,53801
53556,Lone Rock,WI,ZIP Code Area,53556
53582,Ridgeway,WI,ZIP Code Area,53582
53825,Stitzer,WI,ZIP Code Area,53825
53806,Cassville,WI,ZIP Code Area,53806
53805,Boscobel,WI,ZIP Code Area,53805
53587,South Wayne,WI,ZIP Code Area,53587
53811,Hazel Green,WI,ZIP Code Area,53811
53554,Livingston,WI,ZIP Code Area,53554
53812,Kieler,WI,Post Office or large volume customer,53807
53808,Dickeyville,WI,ZIP Code Area,53808
53813,Lancaster,WI,ZIP Code Area,53813
53810,Glen Haven,WI,ZIP Code Area,53810
53586,Shullsburg,WI,ZIP Code Area,53586
53595,Dodgeville,WI,Post Office or large volume customer,53533
53961,Rock Springs,WI,ZIP Code Area,53961
53821,Prairie du Chien,WI,ZIP Code Area,53821
53941,La Valle,WI,ZIP Code Area,53941
53950,New Lisbon,WI,ZIP Code Area,53950
53944,Lyndon Station,WI,ZIP Code Area,53944
53929,Elroy,WI,ZIP Code Area,53929
53968,Wonewoc,WI,ZIP Code Area,53968
53943,Loganville,WI,ZIP Code Area,53943
53817,Patch Grove,WI,Post Office or large volume customer,53817
53958,Reedsburg,WI,Post Office or large volume customer,53959
53959,Reedsburg,WI,ZIP Code Area,53959
53818,Platteville,WI,ZIP Code Area,53818
53824,Sinsinawa,WI,Post Office or large volume customer,53811
53924,Cazenovia,WI,ZIP Code Area,53924
53937,Hillpoint,WI,ZIP Code Area,53937
53942,Lime Ridge,WI,Post Office or large volume customer,53941
53948,Mauston,WI,ZIP Code Area,53948
53820,Potosi,WI,ZIP Code Area,53820
53816,Mount Hope,WI,ZIP Code Area,53816
53827,Woodman,WI,ZIP Code Area,53827
53962,Union Center,WI,Post Office or large volume customer,53968
53504,Argyle,WI,ZIP Code Area,53504
53526,Cobb,WI,ZIP Code Area,53526
53503,Arena,WI,ZIP Code Area,53503
53530,Darlington,WI,ZIP Code Area,53530
53507,Barneveld,WI,ZIP Code Area,53507
53506,Avoca,WI,ZIP Code Area,53506
53516,Blanchardville,WI,ZIP Code Area,53516
53510,Belmont,WI,ZIP Code Area,53510
53544,Hollandale,WI,ZIP Code Area,53544
53518,Blue River,WI,ZIP Code Area,53518
53540,Gotham,WI,Post Office or large volume customer,53540
53541,Gratiot,WI,ZIP Code Area,53541
53535,Edmund,WI,Post Office or large volume customer,53533
53533,Dodgeville,WI,ZIP Code Area,53533
53543,Highland,WI,ZIP Code Area,53543
54655,Soldiers Grove,WI,ZIP Code Area,54655
54620,Cataract,WI,Post Office or large volume customer,54656
54634,Hillsboro,WI,ZIP Code Area,54634
54645,Mount Sterling,WI,Post Office or large volume customer,54645
54670,Wilton,WI,ZIP Code Area,54670
54614,Bangor,WI,ZIP Code Area,54614
54648,Norwalk,WI,ZIP Code Area,54648
54665,Viroqua,WI,ZIP Code Area,54665
54621,Chaseburg,WI,ZIP Code Area,54621
54637,Hustler,WI,ZIP Code Area,54637
54656,Sparta,WI,ZIP Code Area,54656
54623,Coon Valley,WI,ZIP Code Area,54623
54658,Stoddard,WI,ZIP Code Area,54658
54667,Westby,WI,ZIP Code Area,54667
54632,Genoa,WI,ZIP Code Area,54632
54639,La Farge,WI,ZIP Code Area,54639
54638,Kendall,WI,ZIP Code Area,54638
54653,Rockland,WI,ZIP Code Area,54653
54657,Steuben,WI,ZIP Code Area,54657
54631,Gays Mills,WI,ZIP Code Area,54631
54601,La Crosse,WI,ZIP Code Area,54601
54652,Readstown,WI,ZIP Code Area,54652
54669,West Salem,WI,ZIP Code Area,54669
54640,Lynxville,WI,Post Office or large volume customer,54654
54626,Eastman,WI,ZIP Code Area,54626
54628,Ferryville,WI,ZIP Code Area,54628
54664,Viola,WI,ZIP Code Area,54664
54651,Ontario,WI,ZIP Code Area,54651
54650,Onalaska,WI,ZIP Code Area,54650
54619,Cashton,WI,ZIP Code Area,54619
54603,La Crosse,WI,ZIP Code Area,54603
54624,De Soto,WI,ZIP Code Area,54624
54654,Seneca,WI,Post Office or large volume customer,54654
54602,La Crosse,WI,Post Office or large volume customer,54601
54006,Cushing,WI,ZIP Code Area,54006
54024,Saint Croix Falls,WI,ZIP Code Area,54024
54840,Grantsburg,WI,ZIP Code Area,54840
54806,Ashland,WI,ZIP Code Area,54806
54555,Phillips,WI,ZIP Code Area,54555
54810,Balsam Lake,WI,ZIP Code Area,54810
54816,Benoit,WI,Post Office or large volume customer,54856
54828,Couderay,WI,ZIP Code Area,54828
54534,Hurley,WI,ZIP Code Area,54534
54801,Spooner,WI,ZIP Code Area,54801
54848,Ladysmith,WI,ZIP Code Area,54848
54563,Tony,WI,ZIP Code Area,54563
54814,Bayfield,WI,ZIP Code Area,54814
54813,Barronett,WI,ZIP Code Area,54813
54827,Cornucopia,WI,ZIP Code Area,54827
54552,Park Falls,WI,ZIP Code Area,54552
54530,Hawkins,WI,ZIP Code Area,54530
54834,Edgewater,WI,Post Office or large volume customer,54876
54836,Foxboro,WI,ZIP Code Area,54836
54538,Lac du Flambeau,WI,ZIP Code Area,54538
54556,Prentice,WI,ZIP Code Area,54556
54818,Brill,WI,Post Office or large volume customer,54868
54819,Bruce,WI,ZIP Code Area,54819
54821,Cable,WI,ZIP Code Area,54821
54536,Iron Belt,WI,ZIP Code Area,54536
54824,Centuria,WI,ZIP Code Area,54824
54841,Haugen,WI,Post Office or large volume customer,54841
54842,Hawthorne,WI,Post Office or large volume customer,54842
54817,Birchwood,WI,ZIP Code Area,54817
54839,Grand View,WI,ZIP Code Area,54839
54845,Hertel,WI,ZIP Code Area,54845
54832,Drummond,WI,ZIP Code Area,54832
54550,Montreal,WI,ZIP Code Area,54550
54835,Exeland,WI,ZIP Code Area,54835
54853,Luck,WI,ZIP Code Area,54853
54830,Danbury,WI,ZIP Code Area,54830
54846,High Bridge,WI,ZIP Code Area,54846
54843,Hayward,WI,ZIP Code Area,54843
54547,Mercer,WI,ZIP Code Area,54547
54820,Brule,WI,ZIP Code Area,54820
54837,Frederic,WI,ZIP Code Area,54837
54838,Gordon,WI,ZIP Code Area,54838
54826,Comstock,WI,ZIP Code Area,54826
54546,Mellen,WI,ZIP Code Area,54546
54844,Herbster,WI,ZIP Code Area,54844
54847,Iron River,WI,ZIP Code Area,54847
54850,La Pointe,WI,ZIP Code Area,54850
54559,Saxon,WI,ZIP Code Area,54559
54829,Cumberland,WI,ZIP Code Area,54829
54849,Lake Nebagamon,WI,ZIP Code Area,54849
54565,Upson,WI,ZIP Code Area,54565
54537,Kennan,WI,ZIP Code Area,54537
54864,Poplar,WI,ZIP Code Area,54864
54873,Solon Springs,WI,ZIP Code Area,54873
54890,Wascott,WI,Post Office or large volume customer,54859
54859,Minong,WI,ZIP Code Area,54859
54868,Rice Lake,WI,ZIP Code Area,54868
54872,Siren,WI,ZIP Code Area,54872
54861,Odanah,WI,Post Office or large volume customer,54861
54896,Winter,WI,ZIP Code Area,54896
54865,Port Wing,WI,ZIP Code Area,54865
54858,Milltown,WI,ZIP Code Area,54858
54871,Shell Lake,WI,ZIP Code Area,54871
54870,Sarona,WI,ZIP Code Area,54870
54856,Mason,WI,ZIP Code Area,54856
54891,Washburn,WI,ZIP Code Area,54891
54867,Radisson,WI,ZIP Code Area,54867
54876,Stone Lake,WI,ZIP Code Area,54876
54862,Ojibwa,WI,ZIP Code Area,54862
54875,Springbrook,WI,ZIP Code Area,54875
54893,Webster,WI,ZIP Code Area,54893
54888,Trego,WI,ZIP Code Area,54888
54857,Mikana,WI,Post Office or large volume customer,54857
54854,Maple,WI,ZIP Code Area,54854
54880,Superior,WI,ZIP Code Area,54880
54874,South Range,WI,ZIP Code Area,54874
54855,Marengo,WI,ZIP Code Area,54855
54524,Fifield,WI,ZIP Code Area,54524
54527,Glidden,WI,ZIP Code Area,54527
54525,Gile,WI,Post Office or large volume customer,54525
54515,Catawba,WI,ZIP Code Area,54515
54517,Clam Lake,WI,ZIP Code Area,54517
54564,Tripoli,WI,ZIP Code Area,54564
54513,Brantwood,WI,ZIP Code Area,54513
54514,Butternut,WI,ZIP Code Area,54514
54526,Glen Flora,WI,ZIP Code Area,54526
54459,Ogema,WI,ZIP Code Area,54459
54103,Armstrong Creek,WI,ZIP Code Area,54103
54119,Dunbar,WI,ZIP Code Area,54119
54102,Amberg,WI,ZIP Code Area,54102
54121,Florence,WI,ZIP Code Area,54121
54156,Pembine,WI,ZIP Code Area,54156
54151,Niagara,WI,ZIP Code Area,54151
54120,Fence,WI,ZIP Code Area,54120
54125,Goodman,WI,ZIP Code Area,54125
54561,Star Lake,WI,ZIP Code Area,54561
54560,Sayner,WI,ZIP Code Area,54560
54557,Presque Isle,WI,ZIP Code Area,54557
54558,Saint Germain,WI,ZIP Code Area,54558
54548,Minocqua,WI,ZIP Code Area,54548
54532,Heafford Junction,WI,Post Office or large volume customer,54487
54562,Three Lakes,WI,ZIP Code Area,54562
54545,Manitowish Waters,WI,ZIP Code Area,54545
54554,Phelps,WI,ZIP Code Area,54554
54541,Laona,WI,ZIP Code Area,54541
54539,Lake Tomahawk,WI,ZIP Code Area,54539
54542,Long Lake,WI,ZIP Code Area,54542
54540,Land O Lakes,WI,ZIP Code Area,54540
54531,Hazelhurst,WI,ZIP Code Area,54531
54566,Wabeno,WI,ZIP Code Area,54566
54543,Mc Naughton,WI,Post Office or large volume customer,54501
54463,Pelican Lake,WI,ZIP Code Area,54463
54487,Tomahawk,WI,ZIP Code Area,54487
54511,Argonne,WI,ZIP Code Area,54511
54519,Conover,WI,ZIP Code Area,54519
54428,Elcho,WI,ZIP Code Area,54428
54529,Harshaw,WI,ZIP Code Area,54529
54521,Eagle River,WI,ZIP Code Area,54521
54512,Boulder Junction,WI,ZIP Code Area,54512
54520,Crandon,WI,ZIP Code Area,54520
54501,Rhinelander,WI,ZIP Code Area,54501
54568,Woodruff,WI,ZIP Code Area,54568
53003,Ashippun,WI,Post Office or large volume customer,53003
53006,Brownsville,WI,ZIP Code Area,53006
53016,Clyman,WI,Post Office or large volume customer,53016
53779,Madison,WI,Post Office or large volume customer,53714
53560,Mazomanie,WI,ZIP Code Area,53560
53784,Madison,WI,Post Office or large volume customer,53713
53785,Madison,WI,Post Office or large volume customer,53703
53597,Waunakee,WI,ZIP Code Area,53597
53704,Madison,WI,ZIP Code Area,53704
53713,Madison,WI,ZIP Code Area,53713
53706,Madison,WI,ZIP Code Area,53706
53550,Juda,WI,ZIP Code Area,53550
53576,Orfordville,WI,ZIP Code Area,53576
53575,Oregon,WI,ZIP Code Area,53575
53551,Lake Mills,WI,ZIP Code Area,53551
53557,Lowell,WI,ZIP Code Area,53557
53562,Middleton,WI,ZIP Code Area,53562
53579,Reeseville,WI,ZIP Code Area,53579
53702,Madison,WI,Post Office or large volume customer,53702
53703,Madison,WI,ZIP Code Area,53703
53714,Madison,WI,ZIP Code Area,53714
53726,Madison,WI,ZIP Code Area,53726
53744,Madison,WI,Post Office or large volume customer,53711
53566,Monroe,WI,ZIP Code Area,53566
53705,Madison,WI,ZIP Code Area,53705
53708,Madison,WI,Post Office or large volume customer,53714
53923,Cambria,WI,ZIP Code Area,53923
53925,Columbus,WI,ZIP Code Area,53925
53548,Janesville,WI,ZIP Code Area,53548
53578,Prairie du Sac,WI,ZIP Code Area,53578
53782,Madison,WI,Post Office or large volume customer,53703
53783,Madison,WI,Post Office or large volume customer,53718
53913,Baraboo,WI,ZIP Code Area,53913
53549,Jefferson,WI,ZIP Code Area,53549
53707,Madison,WI,Post Office or large volume customer,53714
53910,Adams,WI,ZIP Code Area,53910
53558,Mc Farland,WI,ZIP Code Area,53558
53559,Marshall,WI,ZIP Code Area,53559
53583,Sauk City,WI,ZIP Code Area,53583
53715,Madison,WI,ZIP Code Area,53715
53716,Madison,WI,ZIP Code Area,53716
53555,Lodi,WI,ZIP Code Area,53555
53574,New Glarus,WI,ZIP Code Area,53574
53571,Morrisonville,WI,Post Office or large volume customer,53571
53585,Sharon,WI,ZIP Code Area,53585
53774,Madison,WI,Post Office or large volume customer,53713
53777,Madison,WI,Post Office or large volume customer,53704
53778,Madison,WI,Post Office or large volume customer,53714
53563,Milton,WI,ZIP Code Area,53563
53589,Stoughton,WI,ZIP Code Area,53589
53590,Sun Prairie,WI,ZIP Code Area,53590
53790,Madison,WI,Post Office or large volume customer,53703
53788,Madison,WI,Post Office or large volume customer,53703
53719,Madison,WI,ZIP Code Area,53719
53546,Janesville,WI,ZIP Code Area,53546
53570,Monticello,WI,ZIP Code Area,53570
53901,Portage,WI,ZIP Code Area,53901
53717,Madison,WI,ZIP Code Area,53717
53711,Madison,WI,ZIP Code Area,53711
53789,Madison,WI,Post Office or large volume customer,53703
53594,Waterloo,WI,ZIP Code Area,53594
53701,Madison,WI,Post Office or large volume customer,53703
53593,Verona,WI,ZIP Code Area,53593
53725,Madison,WI,Post Office or large volume customer,53715
53718,Madison,WI,ZIP Code Area,53718
53791,Madison,WI,Post Office or large volume customer,53714
53792,Madison,WI,Post Office or large volume customer,53792
53793,Madison,WI,Post Office or large volume customer,53714
53794,Madison,WI,Post Office or large volume customer,53714
53596,Sun Prairie,WI,Post Office or large volume customer,53590
53598,Windsor,WI,ZIP Code Area,53598
53572,Mount Horeb,WI,ZIP Code Area,53572
53786,Madison,WI,Post Office or large volume customer,53703
53561,Merrimac,WI,ZIP Code Area,53561
53953,Packwaukee,WI,Post Office or large volume customer,53953
53947,Marquette,WI,ZIP Code Area,53947
53911,Arlington,WI,ZIP Code Area,53911
53935,Friesland,WI,Post Office or large volume customer,53935
53932,Fall River,WI,ZIP Code Area,53932
53946,Markesan,WI,ZIP Code Area,53946
53916,Beaver Dam,WI,ZIP Code Area,53916
53955,Poynette,WI,ZIP Code Area,53955
53919,Brandon,WI,ZIP Code Area,53919
53954,Pardeeville,WI,ZIP Code Area,53954
53963,Waupun,WI,ZIP Code Area,53963
53939,Kingston,WI,ZIP Code Area,53939
53926,Dalton,WI,ZIP Code Area,53926
53952,Oxford,WI,ZIP Code Area,53952
53930,Endeavor,WI,ZIP Code Area,53930
53940,Lake Delton,WI,Post Office or large volume customer,53965
53936,Grand Marsh,WI,ZIP Code Area,53936
53922,Burnett,WI,ZIP Code Area,53922
53949,Montello,WI,ZIP Code Area,53949
53969,Wyocena,WI,Post Office or large volume customer,53969
53920,Briggsville,WI,ZIP Code Area,53920
53956,Randolph,WI,ZIP Code Area,53956
53957,Randolph,WI,Post Office or large volume customer,53956
53965,Wisconsin Dells,WI,ZIP Code Area,53965
53964,Westfield,WI,ZIP Code Area,53964
53931,Fairwater,WI,Post Office or large volume customer,53931
53928,Doylestown,WI,Post Office or large volume customer,53928
53951,North Freedom,WI,ZIP Code Area,53951
53933,Fox Lake,WI,ZIP Code Area,53933
53960,Rio,WI,ZIP Code Area,53960
53527,Cottage Grove,WI,ZIP Code Area,53527
53512,Beloit,WI,Post Office or large volume customer,53511
53501,Afton,WI,Post Office or large volume customer,53501
53528,Cross Plains,WI,ZIP Code Area,53528
53531,Deerfield,WI,ZIP Code Area,53531
53505,Avalon,WI,ZIP Code Area,53505
53529,Dane,WI,ZIP Code Area,53529
53522,Browntown,WI,ZIP Code Area,53522
53542,Hanover,WI,Post Office or large volume customer,53576
53517,Blue Mounds,WI,ZIP Code Area,53517
53508,Belleville,WI,ZIP Code Area,53508
53184,Walworth,WI,ZIP Code Area,53184
53515,Black Earth,WI,ZIP Code Area,53515
53532,De Forest,WI,ZIP Code Area,53532
53525,Clinton,WI,ZIP Code Area,53525
53523,Cambridge,WI,ZIP Code Area,53523
53521,Brooklyn,WI,ZIP Code Area,53521
53191,Williams Bay,WI,ZIP Code Area,53191
53547,Janesville,WI,Post Office or large volume customer,53545
53153,North Prairie,WI,ZIP Code Area,53153
53195,Zenda,WI,Post Office or large volume customer,53195
53538,Fort Atkinson,WI,ZIP Code Area,53538
53545,Janesville,WI,ZIP Code Area,53545
53502,Albany,WI,ZIP Code Area,53502
53534,Edgerton,WI,ZIP Code Area,53534
53190,Whitewater,WI,ZIP Code Area,53190
53511,Beloit,WI,ZIP Code Area,53511
53536,Evansville,WI,ZIP Code Area,53536
53520,Brodhead,WI,ZIP Code Area,53520
53537,Footville,WI,Post Office or large volume customer,53537
54960,Neshkoro,WI,ZIP Code Area,54960
54968,Princeton,WI,ZIP Code Area,54968
54971,Ripon,WI,ZIP Code Area,54971
54964,Pickett,WI,ZIP Code Area,54964
54936,Fond du Lac,WI,Post Office or large volume customer,54935
54974,Rosendale,WI,ZIP Code Area,54974
54935,Fond du Lac,WI,ZIP Code Area,54935
54979,Van Dyne,WI,ZIP Code Area,54979
54941,Green Lake,WI,ZIP Code Area,54941
54937,Fond du Lac,WI,ZIP Code Area,54937
54932,Eldorado,WI,ZIP Code Area,54932
53048,Lomira,WI,ZIP Code Area,53048
53125,Fontana,WI,ZIP Code Area,53125
53058,Nashotah,WI,ZIP Code Area,53058
53121,Elkhorn,WI,ZIP Code Area,53121
53137,Helenville,WI,ZIP Code Area,53137
53050,Mayville,WI,ZIP Code Area,53050
53035,Iron Ridge,WI,ZIP Code Area,53035
53094,Watertown,WI,ZIP Code Area,53094
53115,Delavan,WI,ZIP Code Area,53115
53147,Lake Geneva,WI,ZIP Code Area,53147
53178,Sullivan,WI,ZIP Code Area,53178
53039,Juneau,WI,ZIP Code Area,53039
53099,Woodland,WI,Post Office or large volume customer,53035
53034,Hustisford,WI,ZIP Code Area,53034
53114,Darien,WI,ZIP Code Area,53114
53018,Delafield,WI,ZIP Code Area,53018
53098,Watertown,WI,ZIP Code Area,53098
53059,Neosho,WI,ZIP Code Area,53059
53047,Lebanon,WI,Post Office or large volume customer,53047
53091,Theresa,WI,ZIP Code Area,53091
53120,East Troy,WI,ZIP Code Area,53120
53066,Oconomowoc,WI,ZIP Code Area,53066
53065,Oakfield,WI,ZIP Code Area,53065
53118,Dousman,WI,ZIP Code Area,53118
53176,Springfield,WI,Post Office or large volume customer,53121
53036,Ixonia,WI,ZIP Code Area,53036
53078,Rubicon,WI,ZIP Code Area,53078
53119,Eagle,WI,ZIP Code Area,53119
53032,Horicon,WI,ZIP Code Area,53032
53069,Okauchee,WI,ZIP Code Area,53069
53156,Palmyra,WI,ZIP Code Area,53156
53038,Johnson Creek,WI,ZIP Code Area,53038
54124,Gillett,WI,ZIP Code Area,54124
54111,Cecil,WI,ZIP Code Area,54111
54107,Bonduel,WI,ZIP Code Area,54107
53934,Friendship,WI,ZIP Code Area,53934
54128,Gresham,WI,ZIP Code Area,54128
54170,Shiocton,WI,ZIP Code Area,54170
54166,Shawano,WI,ZIP Code Area,54166
54149,Mountain,WI,ZIP Code Area,54149
54150,Neopit,WI,ZIP Code Area,54150
54174,Suring,WI,ZIP Code Area,54174
54175,Townsend,WI,ZIP Code Area,54175
54135,Keshena,WI,ZIP Code Area,54135
54106,Black Creek,WI,ZIP Code Area,54106
54138,Lakewood,WI,ZIP Code Area,54138
54911,Appleton,WI,ZIP Code Area,54911
54901,Oshkosh,WI,ZIP Code Area,54901
54965,Pine River,WI,ZIP Code Area,54965
54978,Tilleda,WI,ZIP Code Area,54416
54963,Omro,WI,ZIP Code Area,54963
54983,Weyauwega,WI,ZIP Code Area,54983
54981,Waupaca,WI,ZIP Code Area,54981
54928,Caroline,WI,ZIP Code Area,54928
54927,Butte des Morts,WI,Post Office or large volume customer,54927
54942,Greenville,WI,ZIP Code Area,54942
54984,Wild Rose,WI,ZIP Code Area,54984
54982,Wautoma,WI,ZIP Code Area,54982
54926,Big Falls,WI,Post Office or large volume customer,54950
54967,Poy Sippi,WI,ZIP Code Area,54967
54966,Plainfield,WI,ZIP Code Area,54966
54948,Leopolis,WI,ZIP Code Area,54948
54940,Fremont,WI,ZIP Code Area,54940
54952,Menasha,WI,ZIP Code Area,54952
54969,Readfield,WI,Post Office or large volume customer,54940
54985,Winnebago,WI,Post Office or large volume customer,54985
54970,Redgranite,WI,ZIP Code Area,54970
54976,Saxeville,WI,Post Office or large volume customer,54984
54914,Appleton,WI,ZIP Code Area,54914
54977,Scandinavia,WI,ZIP Code Area,54977
54902,Oshkosh,WI,ZIP Code Area,54902
54950,Marion,WI,ZIP Code Area,54950
54986,Winneconne,WI,ZIP Code Area,54986
54957,Neenah,WI,Post Office or large volume customer,54956
54947,Larsen,WI,ZIP Code Area,54947
54913,Appleton,WI,ZIP Code Area,54913
54921,Bancroft,WI,ZIP Code Area,54921
54990,Iola,WI,Post Office or large volume customer,54945
54912,Appleton,WI,Post Office or large volume customer,54911
54962,Ogdensburg,WI,ZIP Code Area,54962
54930,Coloma,WI,ZIP Code Area,54930
54929,Clintonville,WI,ZIP Code Area,54929
54949,Manawa,WI,ZIP Code Area,54949
54904,Oshkosh,WI,ZIP Code Area,54904
54922,Bear Creek,WI,ZIP Code Area,54922
54944,Hortonville,WI,ZIP Code Area,54944
54934,Eureka,WI,Post Office or large volume customer,54934
54946,King,WI,Post Office or large volume customer,54946
54906,Oshkosh,WI,Post Office or large volume customer,54901
54909,Almond,WI,ZIP Code Area,54909
54945,Iola,WI,ZIP Code Area,54945
54933,Embarrass,WI,Post Office or large volume customer,54933
54903,Oshkosh,WI,Post Office or large volume customer,54902
54956,Neenah,WI,ZIP Code Area,54956
54980,Waukau,WI,Post Office or large volume customer,54980
54931,Dale,WI,Post Office or large volume customer,54931
54961,New London,WI,ZIP Code Area,54961
54923,Berlin,WI,ZIP Code Area,54923
54943,Hancock,WI,ZIP Code Area,54943
54492,Stevens Point,WI,Post Office or large volume customer,54467
54429,Elderon,WI,Post Office or large volume customer,54427
54462,Pearson,WI,ZIP Code Area,54462
54452,Merrill,WI,ZIP Code Area,54452
54458,Nelsonville,WI,Post Office or large volume customer,54458
54494,Wisconsin Rapids,WI,ZIP Code Area,54494
54442,Irma,WI,ZIP Code Area,54442
54435,Gleason,WI,ZIP Code Area,54435
54448,Marathon,WI,ZIP Code Area,54448
54416,Bowler,WI,ZIP Code Area,54416
54485,Summit Lake,WI,ZIP Code Area,54485
54464,Phlox,WI,Post Office or large volume customer,54409
54481,Stevens Point,WI,ZIP Code Area,54481
54443,Junction City,WI,ZIP Code Area,54443
54430,Elton,WI,ZIP Code Area,54430
54402,Wausau,WI,Post Office or large volume customer,54403
54417,Brokaw,WI,Post Office or large volume customer,54417
54409,Antigo,WI,ZIP Code Area,54409
54471,Ringle,WI,ZIP Code Area,54471
54418,Bryant,WI,ZIP Code Area,54418
54473,Rosholt,WI,ZIP Code Area,54473
54407,Amherst Junction,WI,ZIP Code Area,54407
54465,Pickerel,WI,ZIP Code Area,54465
54475,Rudolph,WI,ZIP Code Area,54475
54424,Deerbrook,WI,ZIP Code Area,54424
54423,Custer,WI,ZIP Code Area,54423
54401,Wausau,WI,ZIP Code Area,54401
54406,Amherst,WI,ZIP Code Area,54406
54414,Birnamwood,WI,ZIP Code Area,54414
54467,Plover,WI,ZIP Code Area,54467
54476,Schofield,WI,ZIP Code Area,54476
54403,Wausau,WI,ZIP Code Area,54403
54432,Galloway,WI,Post Office or large volume customer,54499
54486,Tigerton,WI,ZIP Code Area,54486
54427,Eland,WI,ZIP Code Area,54427
54499,Wittenberg,WI,ZIP Code Area,54499
54408,Aniwa,WI,ZIP Code Area,54408
54440,Hatley,WI,ZIP Code Area,54440
54491,White Lake,WI,ZIP Code Area,54491
54450,Mattoon,WI,Post Office or large volume customer,54450
54455,Mosinee,WI,ZIP Code Area,54455
54474,Rothschild,WI,ZIP Code Area,54474
54482,Stevens Point,WI,ZIP Code Area,54482
54141,Little Suamico,WI,ZIP Code Area,54141
54112,Coleman,WI,ZIP Code Area,54112
54130,Kaukauna,WI,ZIP Code Area,54130
54137,Krakow,WI,ZIP Code Area,54137
54131,Freedom,WI,Post Office or large volume customer,54130
54202,Baileys Harbor,WI,ZIP Code Area,54202
54173,Suamico,WI,ZIP Code Area,54173
54212,Fish Creek,WI,ZIP Code Area,54212
54162,Pulaski,WI,ZIP Code Area,54162
54171,Sobieski,WI,ZIP Code Area,54171
54123,Forest Junction,WI,Post Office or large volume customer,54123
54155,Oneida,WI,ZIP Code Area,54155
54207,Collins,WI,Post Office or large volume customer,54207
54180,Wrightstown,WI,ZIP Code Area,54180
54209,Egg Harbor,WI,ZIP Code Area,54209
54169,Sherwood,WI,ZIP Code Area,54169
54301,Green Bay,WI,ZIP Code Area,54301
54114,Crivitz,WI,ZIP Code Area,54114
54127,Green Valley,WI,Post Office or large volume customer,54127
54140,Little Chute,WI,ZIP Code Area,54140
54154,Oconto Falls,WI,ZIP Code Area,54154
54152,Nichols,WI,Post Office or large volume customer,54165
54220,Manitowoc,WI,ZIP Code Area,54220
54226,Maplewood,WI,Post Office or large volume customer,54235
54129,Hilbert,WI,ZIP Code Area,54129
54153,Oconto,WI,ZIP Code Area,54153
54208,Denmark,WI,ZIP Code Area,54208
54205,Casco,WI,ZIP Code Area,54205
54221,Manitowoc,WI,Post Office or large volume customer,54220
54101,Abrams,WI,ZIP Code Area,54101
54104,Athelstane,WI,ZIP Code Area,54104
54159,Porterfield,WI,ZIP Code Area,54159
54201,Algoma,WI,ZIP Code Area,54201
54214,Francis Creek,WI,Post Office or large volume customer,54214
54215,Kellnersville,WI,Post Office or large volume customer,54247
54217,Luxemburg,WI,ZIP Code Area,54217
54240,Tisch Mills,WI,Post Office or large volume customer,54208
54216,Kewaunee,WI,ZIP Code Area,54216
54210,Ellison Bay,WI,ZIP Code Area,54210
54165,Seymour,WI,ZIP Code Area,54165
54245,Valders,WI,ZIP Code Area,54245
54241,Two Rivers,WI,ZIP Code Area,54241
54110,Brillion,WI,ZIP Code Area,54110
54126,Greenleaf,WI,ZIP Code Area,54126
54204,Brussels,WI,ZIP Code Area,54204
54228,Mishicot,WI,ZIP Code Area,54228
54177,Wausaukee,WI,ZIP Code Area,54177
54157,Peshtigo,WI,ZIP Code Area,54157
54211,Ephraim,WI,Post Office or large volume customer,54211
54182,Zachow,WI,Post Office or large volume customer,54107
54143,Marinette,WI,ZIP Code Area,54143
54160,Potter,WI,Post Office or large volume customer,54160
54161,Pound,WI,ZIP Code Area,54161
54213,Forestville,WI,ZIP Code Area,54213
54227,Maribel,WI,ZIP Code Area,54227
54136,Kimberly,WI,ZIP Code Area,54136
